benchmark,covered,not_covered,edges,total
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_opt_disable,588,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_opt_l1,554,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o0_lto,514,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o3_lto,477,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,afl_from_input_seed,52,4794
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_f0,27,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_f1,21,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o0,7,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o1,34,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o2,8,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o3,8,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_native,28,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_disable,0,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_l1,43,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o0_lto,13,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_lto,24,4234
woff2-2016-05-06,aflplusplus_ast_opt_disable,afl_from_input_seed,11,4234
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_f0,56,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_f1,58,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o0,48,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o1,60,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o2,7,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o3,44,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_native,45,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_disable,94,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_l1,0,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o0_lto,67,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_lto,8,4285
woff2-2016-05-06,aflplusplus_ast_opt_l1,afl_from_input_seed,45,4285
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_f0,38,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_f1,30,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o0,34,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o1,48,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o2,8,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o3,6,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_native,21,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_disable,80,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_l1,83,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o0_lto,0,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_lto,27,4301
woff2-2016-05-06,aflplusplus_ast_o0_lto,afl_from_input_seed,14,4301
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_f0,207,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_f1,181,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o0,197,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o1,189,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o2,121,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o3,159,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_native,165,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_disable,272,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_l1,205,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o0_lto,208,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_lto,0,4482
woff2-2016-05-06,aflplusplus_ast_o3_lto,afl_from_input_seed,161,4482
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_f0,56,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_f1,210,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o0,47,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o1,47,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o2,3,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o3,5,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o3_native,27,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_opt_disable,546,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_opt_l1,529,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o0_lto,482,4769
woff2-2016-05-06,afl_from_input_seed,aflplusplus_ast_o3_lto,448,4769
woff2-2016-05-06,afl_from_input_seed,afl_from_input_seed,0,4769
